RA,DEC
147.23733401,33.69749559
147.27872457,1.15440625
147.38596863,32.70801473
147.42535877,50.85903197
147.43205276,30.25288698
147.76513928,46.80481017
148.24573215,13.74297436
148.41946026,34.58109878
148.65759006,36.10474387
148.80652184,35.63621259
149.0070043,9.19382915
149.05503818,-3.00258625
149.34635905,57.23060408
149.40988356,39.96390241
149.45581144,33.98988599
149.87589729,4.77895928
149.98335806,35.66642004
15.27661883,-5.03457511
15.28462994,15.3935453
15.4232263,-2.82163872
15.84247382,-0.34658581
15.93984532,0.62965141
150.34917272,12.33693878
150.48589222,45.3345103
150.52826031,8.76816596
150.60609918,58.61534536
150.821075,2.9195251
150.85041352,46.82937821
150.89569483,4.15578525
151.04065036,47.08883686
151.140172,40.24168989
151.21635762,43.61479784
151.56147361,44.31841358
152.03799079,42.94941662
152.09260066,42.54415801
152.33740443,-2.57910093
152.58820063,27.68716376
152.59320173,27.37758479
152.63294546,58.0303867
152.71835459,49.1188356
152.80643132,-1.1073033
153.27507386,6.40697724
153.48172941,-0.2184518
153.5294546,59.4413743
153.58642335,-2.87447963
154.25163352,19.01946913
154.31954918,46.87569049
154.48438413,41.25689824
154.75951477,33.03618556
154.81208954,51.38583679
154.8740665,37.87190087
155.27052805,19.19670556
155.33518757,44.77694222
155.66395241,-2.07280913
155.67167989,20.64433777
155.83485786,46.34073703
155.86422288,53.88297628
156.03014339,39.38154327
156.41953616,12.34460767
156.42657355,47.74683892
156.73097783,53.10291241
156.75787595,58.52865149
157.16160765,22.76159611
157.17021738,-2.87884441
157.2804589,25.66899443
157.35661228,-1.93518618
157.63514547,63.55491617
157.67268526,40.22018203
157.70315312,1.85275998
157.82718946,50.89329155
158.20255024,-2.92236088
158.60327103,15.92899896
158.91487805,59.12806313
158.98131922,42.1788512
159.24808857,19.448727
159.29235097,66.53372513
159.35730594,49.42823903
159.43458715,57.19879402
159.52767984,13.73669478
16.20778089,-2.29711903
16.62970326,0.76184076
16.69881177,-8.26453899
16.95042073,25.4524713
160.22695621,11.33993131
160.67854564,18.17362899
160.72498429,65.40716884
160.79760041,49.03987629
160.82565485,49.38890675
160.92469918,-1.73485079
161.56669263,20.35775229
162.08038948,18.01467331
162.41958813,14.18700484
163.09607888,-0.41516513
163.25099579,17.82581854
163.48002205,51.75098896
163.61327834,35.00125522
163.6275865,22.18189445
163.847076,41.26393726
163.86935888,62.31766707
164.4973772,47.05206869
164.68169903,-2.57011705
164.78696519,55.85418724
164.81842149,51.41198455
164.84873436,45.33762558
164.87334491,55.67756433
164.98337181,40.72567017
165.07187392,19.91367187
165.12589782,55.3772213
165.35986193,17.80787046
165.56438607,2.67618358
165.60713646,27.10018109
165.64936496,62.57113761
165.73320555,52.31615071
166.18753315,9.4252474
166.27397586,52.42284413
166.64442646,66.05100008
166.72867804,40.56366694
167.18769874,-15.40406671
167.35866474,16.1433493
167.70347588,26.92911004
168.2712097,15.92941663
168.27969766,55.55993659
168.64766925,24.79523378
168.66073534,-0.67343604
168.8460467,46.79127748
168.92108861,19.01437861
169.32529594,40.61223823
169.73763443,30.79118586
169.99289268,66.74966847
169.9967977,42.92202442
17.1444504,5.07869572
17.74669571,18.52986476
17.78207856,-6.09101267
17.88242031,16.71952923
17.88692599,16.69053615
170.19685574,-1.30700578
170.23865662,-1.68096258
170.36739634,48.3632431
170.46616558,40.86163153
170.50767048,24.34911616
170.56659315,67.19608358
171.06021376,40.44365484
171.12275674,53.81538994
171.27702113,45.4705836
171.34855207,11.87864861
172.06503917,17.23579111
172.16537466,41.86131195
172.23018394,-6.1678035
172.36177178,-2.93167758
172.3856842,-3.02534203
172.54937856,62.3239595
172.77624753,42.95787521
